month,ua_browser_version,ua_browser,ua_form_factor,ua_os_version,ua_os,page_path,page_resource_id,page_type,page_url,location_city,location_region,location_country,referrer_host,referrer_name,referrer_path,referrer_source,referrer_terms,referrer_url,total_sessions,total_carts,total_checkouts,total_orders_placed,total_conversion,avg_duration,total_bounce_rate,total_pageviews,total_visitors
2022-01,97,Chrome Mobile,Mobile,10,Android,/pages/instruction,43895947342,Custom Page,https://thebeardroller.com/pages/instruction,Krakow,Lesser Poland,Poland,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2022-01,,Facebook,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/?fbclid=IwAR117jtJSpZzZ76iyR1d33P-ZL3PdVk62Z0STVHCw-fl3U2CTUo7gDi-Rvk_aem_AZqhC6qk99p7DbUniCq0cZDlsP8xNNSyuJsXS4HRGyYvwnjHVamm7D87Z8Y7TBTwE8uB0eCfR9ZvNg3xIUyDTB0ggxVaAOTvljUQm1WUzf_wm9AEpykRJcZKlip9VFfydOM,,,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2022-01,15,Mobile Safari,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/,Woodworth,Louisiana,United States,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,0s,1,1,1
2022-01,,Facebook,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/?fbclid=IwAR3skDXxm0K8014nv4nkv9bJbsyFBQUyTkyWdhumJvmNg6ooMZ7lVv8oAIc_aem_AZZT67CvDuTZsNsTdqaXDAS3SXNkUVU0x3El_Yprrz1BwXADA6PI6ATIEZfy4RmlkL5IJktyWYt_JPTwmRIyDj7kN9V1xBq1DVJljfusd9UmQmK-_YTuxPepldLQH6T78eE,Orlando,Florida,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2022-01,97,Chrome Mobile WebView,Mobile,12,Android,,,Homepage,https://thebeardroller.com/,,,United States,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,2m25s,0,9,1
2022-01,,Facebook,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/?fbclid=IwAR1XlCVKrhWV9c_BWdy286uVVm3RFwFr4tN8MSffh6CS0BG5cgEQ2XQuYX4_aem_AXN5exrYB-UqgxYg-kIwJtMXcZ4BV8dBrKet6u91xLGhGw1h7ZQCVgZnxkvIUDcUfTP8Y99NM9Y2uZ2JBqzuIZts2Ze8_aG4G3sBIl931TmjDdtkqh-0U7n4NQPdK2gouZI,Knoxville,Tennessee,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2022-01,15,Mobile Safari,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/,Baldwin Park,California,United States,r.search.yahoo.com,Yahoo!,,Search,,r.search.yahoo.com,1,0,0,0,0,0s,1,1,1
2022-01,,Facebook,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/?fbclid=IwAR2Dyp6uDG6cCQpvBnvGwwjGf-vB0luFDks0ytzFCbSnv81XzYyli8jQH2I_aem_ARh6_xKyYcP5yzCzBAKo1tk_YNWcojTCvEelNLXF1gyfzG8fQpuePf7xXWFgwhvsU-We-nFZbr6cJyTB5clU1LKuXz6ufCoPkXwZHqnO1DPyrpVP1OGtbKfcSFJ7AExmPLs,Wichita,Kansas,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2022-01,348,Facebook,Mobile,11,Android,,,Homepage,https://thebeardroller.com/?fbclid=IwAR1j8D3t762Kv83sNEQD04u6gB4kBT371m8G0WxDQkRMOZktq83Kgvu6c7U,Burkburnett,Texas,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2022-01,,Facebook,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/?fbclid=IwAR38uN1XCzAV_tsZrQSg6LhCpCNt7jBT5a529c9LpaHKH1T_55WFQ70pgn0_aem_AXPvKzIWE3zHl-8oBsralniu8QD5OaFFIxqZ7HbpLjjYZ0kz1Ulbm5TpIVPos2a611s0ln7xeZIL3O6qNwAnQEWXeMIfNF5TjoKjsVaSzThzfZnOtt1bPJZ5o0MF60kITlY,Bowling Green,Kentucky,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2022-01,15,Mobile Safari,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/,Columbus,Ohio,United States,r.search.yahoo.com,Yahoo!,,Search,,r.search.yahoo.com,1,0,0,0,0,0s,1,1,1
2022-01,,Facebook,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/?fbclid=IwAR2dqm2hbARXV6PYs7U2pv3cd15pRfcJqKQLDWsb2cI5hgBSNDAlq0wXtGE_aem_AZL8YUSzB6KmxNMAxDPT7S4WSlJfI-p_1aP6iAHXRsqP03Pmw3YShO_vj0lzmg6fbUxSteJC_Ic5oyRnZyhJG04jAwUzSD5sbfGDPon4kGSIEVT91ND4hEBk-8kbEwMu_i0,Nashville,Tennessee,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2022-01,97,Chrome Mobile WebView,Mobile,10,Android,,,Homepage,https://thebeardroller.com/,Seville,Andalusia,Spain,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,0s,1,1,1
2022-01,,Facebook,Mobile,13,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR3ZLpnZZVlJ8lQ7edxhcGYC2dnGs6knLq-L7bNwNHZPfJhoD8G8ZykG52w_aem_AcsYpJG-4II4AHRU17y9h0nk8f5aia6ji1FpTGemehrDowZ2kFqmebi4xSMdfRAKI6ymb08QxqsQ5gxq4g_8H546u4D54aQwph3chPJUd13NtaRdkbYogd5X3QzeT5iVQgw,,,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2022-01,15,Mobile Safari,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/,Louisville,Ohio,United States,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,0s,1,1,1
2022-01,,Facebook,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/?fbclid=IwAR1wR3s4iUMLqVKyCTgNgjbw0Fr9vGjasC1LZkPNQ8MXPAC3uVw_-FDT_co_aem_AV4Asfhq3Gd4c37YliGMWQ96d2c7qmCMlg4jA_eO5rrmfrWxFCAIXCsTXUTrVFCbSDBWuWtKwxN0bI0d-Bb9U87I0pUkE4MYtC8RBMGzDyE-OyUSLaV0kYNAYtovpkTKJ3s,Phoenix,Arizona,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2022-01,97,Chrome Mobile,Mobile,10,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?gclid=CjwKCAiA_omPBhBBEiwAcg7smV_mxIH5fG9m3PBJgxLl3qjyXJdtZGblPY7_FnECeuJWeyYuDyQwPBoCVtcQAvD_BwE,Arvada,Colorado,United States,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2022-01,62,Chrome Mobile,Mobile,8,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller,Ashburn,Virginia,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2022-01,15,Mobile Safari,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/,Denver,Colorado,United States,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,0s,1,1,1
2022-01,14,Safari,Desktop,10,Mac OS X,/pages/instruction,43895947342,Custom Page,https://thebeardroller.com/pages/instruction,Orlando,Florida,United States,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2022-01,77,Chrome,Desktop,,Linux,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?utm_medium=clickthrough,Ashburn,Virginia,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2022-01,14,Safari,Desktop,10,Mac OS X,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR1ELLWOd_iQPKpup1sNppyAUt_an2DLTx1WvtqF2hEZwi19mOGVok3lvSM,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2022-01,15,Mobile Safari,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/,Goes,Provincie Zeeland,Netherlands,www.google.nl,Google,,Search,,www.google.nl,1,0,0,0,0,0s,1,1,1
2022-01,14,Mobile Safari,Mobile,14,iOS,/404,,,https://thebeardroller.com/404,Vaudreuil-Dorion,Quebec,Canada,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2022-01,64,Chrome,Desktop,,Linux,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller,Boardman,Oregon,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2022-01,14,Mobile Safari,Mobile,14,iOS,/404,,,https://thebeardroller.com/404?fbclid=IwAR0fQqUS6Gh2VBPj-1qWsuQNVoLxjCstVCoL50PK029OMs-eSbziCnm2hXg,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2022-01,15,Mobile Safari,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/,Birmingham,Alabama,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2022-01,14,Mobile Safari,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?utm_medium=clickthrough&utm_source=pinterest&utm_campaign=gidshopifyMarketingActivity120618057806&pp=0&epik=dj0yJnU9aFUwbmlpTDB6ODlsdG8xVjA4SGxsbUJsdjNTWjFoRnQmcD0xJm49QWw3RlY1dU1QV3dfcHRabU1oVlJKdyZ0PUFBQUFBR0g0a0Nr,Chattanooga,Tennessee,United States,,,,Direct,,,1,0,0,0,0,30s,0,2,1
2022-01,77,HeadlessChrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/,San Jose,California,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2022-01,14,Mobile Safari,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR1cwMoKJ5TMrgqSRiFX74BGQujzSdRavQBZCr6AjB-teiuWV1GozQ8OygQ,,,Ireland,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2022-01,15,Mobile Safari,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/,Houston,Texas,United States,,,,Direct,,,1,1,0,0,0,5m52s,0,7,1
2022-01,14,Mobile Safari,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR3pyBfPSo9FAXLCLVoe-Lh1Njuv8UnXKqOu7U6vHWzcEF3N2a02s0WipkE,,,Ireland,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2022-01,97,Chrome Mobile,Mobile,10,Android,,,Homepage,https://thebeardroller.com/?gclid=Cj0KCQiAoY-PBhCNARIsABcz773tCJnz4bDm8CaWjHM-Np0g8IXB8xCEwTz8S-QzHxbSSfQnYuOl7BwaAmmVEALw_wcB,,,United States,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2022-01,14,Mobile Safari,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR00qLeFoLYnShk6eMgQcj4J2zau8MpdRaLRX47Idpvybg9FJciM7ziXtV4_aem_AaY-ROz6PntypJLryl8qMyEKcQOvQDc2GWhGeU3YzI4cDxnLgvdpi8ikULy8l4FD0y95IvQFZCulqWs7Hg1XwtEki_jfPuRYk4LqQx8hFQ-godee1OBG-47zBUOV_B38rrY,Lindenhurst,New York,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2022-01,15,Mobile Safari,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/,Fredericksburg,Virginia,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2022-01,14,Mobile Safari,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller,Riyadh,Riyadh Region,Saudi Arabia,thebeardroller.com,,,Direct,,thebeardroller.com,2,0,0,0,0,0s,1,2,1
2022-01,347,Facebook,Mobile,11,Android,,,Homepage,https://thebeardroller.com/?fbclid=IwAR2e4_y_yKIjEcECAsNIWtQWIYr5kE9EKOy9VyfIWXz0_s8_spAQ_3M3sws,St. Petersburg,Florida,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2022-01,14,Mobile Safari,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller,Fairfield,Illinois,United States,thebeardroller.com,,,Direct,,thebeardroller.com,1,0,0,0,0,23s,0,3,1
2022-01,15,Mobile Safari,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/,Euless,Texas,United States,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,0s,1,1,1
2022-01,14,Mobile Safari,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller,Philipsburg,,Sint Maarten,,,,Direct,,,3,0,0,0,0,1.666666666s,0.66666,4,3
2022-01,348,Facebook,Mobile,11,Android,,,Homepage,https://thebeardroller.com/?fbclid=IwAR1p45_fIypUrjv7DzybW39bfzcEvG6UB3hUyJiN-AGt8Lra5xJQLw6Votg,Nederland,Texas,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2022-01,14,Mobile Safari,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller,Philipsburg,,Sint Maarten,facebook.com,Facebook,,Social,,facebook.com,1,0,0,0,0,26m31s,0,6,1
2022-01,15,Mobile Safari,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/,Arima,Borough of Arima,Trinidad and Tobago,www.bing.com,Bing,,Search,,www.bing.com,1,0,0,0,0,0s,1,1,1
2022-01,14,Mobile Safari,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR3Y2myb6secyNqe2sgisBMoMYnlOChAPJdEUN1j_Tj6lNvJiEdcqbNW8dI,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2022-01,94,Firefox,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,Dallas,Texas,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2022-01,14,Mobile Safari,Mobile,14,iOS,/account/unsubscribe,,Customer Account,https://thebeardroller.com/account/unsubscribe?email=gkutley%40aol.com&token=PNWYppSWl5lKA8VH6TZgsYYqNOkFWDvA2YJkfc7MZU4uimI4dpm9Oky52r9-u3eOgCBTEbs7xl6ysfiwyZVHpA%3D%3D&utm_medium=email&utm_source=shopify_email&utm_campaign=emailmarketing_120131944526&utm_content=unsubscribe_batch_e0b0cb6e-beaa-4117-8951-5b64e7e36b98,Olympia,Washington,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2022-01,15,Mobile Safari,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/?gclid=EAIaIQobChMIj7vr7rTL9QIV7waICR0MXgJZEAAYASAAEgJTD_D_BwE,Bayamón,,Puerto Rico,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2022-01,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/?gclid=EAIaIQobChMIs4b3iq3N9QIVA7KGCh0hjwA2EAAYASAAEgISF_D_BwE,Cumming,Georgia,United States,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2022-01,97,Chrome Mobile,Mobile,10,Android,,,Homepage,https://thebeardroller.com/?gclid=Cj0KCQiAuP-OBhDqARIsAD4XHpcRHx3A4IljhX6vMWv84Nx1OKzung_IZPaFHVxRiKSvJNfBfuMPX20aAlN-EALw_wcB,Nassau,New Providence District,Bahamas,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2022-01,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/?gclid=EAIaIQobChMI6PHYm6639QIVguDICh2DTQbFEAAYAyAAEgJ6l_D_BwE,Cabot,Arkansas,United States,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2022-01,15,Mobile Safari,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/?gclid=Cj0KCQiAoY-PBhCNARIsABcz771FS8cWN0ToV2Fa18eNyHInpsk2wXB79XWNTaTCkuZi_C9rOdHKMScaAr5cEALw_wcB,London,Kentucky,United States,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2022-01,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/?gclid=EAIaIQobChMI66_d7ZOm9QIVRZJbCh0riQkwEAAYAiAAEgI3lvD_BwE,South Salem,New York,United States,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2022-01,94,Amazon Silk,Tablet,9,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR1deICxY3khl8PPRUJJCOeyGwJXv4RGilMDrSR29-CaFCD8mkG4ox_4frU,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2022-01,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Fairfield,Illinois,United States,r.search.yahoo.com,Yahoo!,,Search,,r.search.yahoo.com,1,0,0,0,0,22s,0,2,1
2022-01,15,Mobile Safari,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/?gclid=EAIaIQobChMIneCCiJ-o9QIVKilMCh1uQgCtEAAYAyAAEgKJHfD_BwE,Kansas City,Missouri,United States,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2022-01,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Germantown,Tennessee,United States,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,33s,0,2,1
2022-01,348,Facebook,Mobile,11,Android,,,Homepage,https://thebeardroller.com/?fbclid=IwAR0g9BWs9lT9nBQxT9I2WRTIgMHPcXhEjFlkZpao-OqqSB84X0bvdG80DGE,Clifton Park,New York,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2022-01,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Baldwin Park,California,United States,r.search.yahoo.com,Yahoo!,,Search,,r.search.yahoo.com,1,0,0,0,0,2m18s,0,4,1
2022-01,15,Mobile Safari,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/?gclid=CjwKCAiAlfqOBhAeEiwAYi43F6M1VmZ612OBel8o6zQcM0gUrlHLkLO87IFLaptMkGpE6IxcjD3sBRoCub8QAvD_BwE,Nassau,New Providence District,Bahamas,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2022-01,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Duluth,Minnesota,United States,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,0s,1,1,1
2022-01,94,Chrome,Desktop,,Linux,/pages/terms-of-service,27111587918,Custom Page,https://thebeardroller.com/pages/terms-of-service,Ashburn,Virginia,United States,,,,Direct,,,6,0,0,0,0,0s,0.83333,9,6
2022-01,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Morgantown,West Virginia,United States,r.search.yahoo.com,Yahoo!,,Search,,r.search.yahoo.com,1,0,0,0,0,0s,1,1,1
2022-01,15,Mobile Safari,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/?gclid=EAIaIQobChMIrp60tI-39QIV9x6tBh0khQsdEAAYAiAAEgLbtvD_BwE,Chincoteague,Virginia,United States,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2022-01,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Fort McMurray,Alberta,Canada,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2022-01,97,Chrome Mobile,Mobile,10,Android,,,Homepage,https://thebeardroller.com/?gclid=Cj0KCQiAoY-PBhCNARIsABcz773rORAea8PWuZaqwdbUZAytYtAc29lP3BrcTgbURw0l5d8z5y2GtS0aAnTNEALw_wcB,San Luis Río Colorado,Sonora,Mexico,www.google.com.mx,Google,,Search,,www.google.com.mx,1,0,0,0,0,0s,1,1,1
2022-01,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Calgary,Alberta,Canada,www.google.ca,Google,,Search,,www.google.ca,1,0,0,0,0,3s,0,2,1
2022-01,15,Mobile Safari,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/?gclid=CjwKCAiA24SPBhB0EiwAjBgkhhPOz7erBeJmGAvpFefIBQhGnyb4XwHn32m0CGf2y_6y2tx5aBvV0hoC7IoQAvD_BwE,Denver,Colorado,United States,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2022-01,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Riverside,California,United States,r.search.yahoo.com,Yahoo!,,Search,,r.search.yahoo.com,1,0,0,0,0,8m41s,0,4,1
2022-01,94,Chrome,Desktop,,Linux,/pages/privacy-policy,27111686222,Custom Page,https://thebeardroller.com/pages/privacy-policy,Ashburn,Virginia,United States,,,,Direct,,,7,0,0,0,0,0s,1,7,7
2022-01,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/?gclid=EAIaIQobChMIyLuD5LDa9QIVmI3ICh18dQ4oEAAYAiAAEgLEfvD_BwE,Blackwood,New Jersey,United States,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2022-01,15,Mobile Safari,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/?gclid=EAIaIQobChMIq92AiJKw9QIVQZyGCh2X-wDaEAAYAiAAEgK8mfD_BwE,Crown Haven,North Abaco District,Bahamas,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2022-01,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/?gclid=EAIaIQobChMI64Lbvpja9QIVygeICR00nwVcEAAYBCAAEgL91vD_BwE,,,United States,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2022-01,348,Facebook,Mobile,11,Android,,,Homepage,https://thebeardroller.com/?fbclid=IwAR1NhSeCXg2SVNfaiLHIE-GJAVbkiNNQe80Hd_aUmNO9keTERluCJeUfFQI,Campton,Kentucky,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2022-01,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/?gclid=EAIaIQobChMIg77DiKXQ9QIVzitMCh1iNAQaEAAYASAAEgJAj_D_BwE,Plainview,Texas,United States,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2022-01,15,Mobile Safari,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/?gclid=Cj0KCQiAxc6PBhCEARIsAH8Hff1mFD3SnmQhuZ8aW4FKhMkWX5uuXCAnwY6Th_1UVQhsRhBQFmgc5iIaAgXJEALw_wcB,,,United States,www.google.com,Google,,Search,,www.google.com,1,0,1,1,1,4m58s,0,5,1
2022-01,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/?gclid=Cj0KCQiA8vSOBhCkARIsAGdp6RQDVCYK8FpKTv3ieomILfvpJtkmGOpg-1Sbw0UwBjRFpuefVgOUjX8aAhT_EALw_wcB,Fairborn,Ohio,United States,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2022-01,94,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/,Ashburn,Virginia,United States,,,,Direct,,,5,0,0,0,0,0s,1,5,5
2022-01,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/?gclid=EAIaIQobChMImLyx3Z-m9QIVqopaBR0qjw-EEAAYASAAEgI1yfD_BwE,,,United States,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2022-01,15,Mobile Safari,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/?gclid=EAIaIQobChMI-vyVuL639QIVIB6tBh1lUgWEEAAYAyAAEgJm0_D_BwE,Tijuana,Baja California,Mexico,www.google.com.mx,Google,,Search,,www.google.com.mx,2,0,0,0,0,0s,1,2,2
2022-01,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/?gclid=EAIaIQobChMI_Jr0i4ra9QIVUR6tBh0ZbQvVEAAYBCAAEgJSmvD_BwE,White House,Tennessee,United States,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,7s,0,2,1
2022-01,97,Chrome Mobile,Mobile,11,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?utm_content=Facebook_UA&utm_source=facebook&variant=21727675023438,Bethlehem,Pennsylvania,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2022-01,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/?gclid=EAIaIQobChMInIG0ue229QIVkw-RCh2VxA6REAAYASAAEgJy7PD_BwE,Chiclayo,Lambayeque,Peru,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2022-01,15,Mobile Safari,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/?gclid=CjwKCAiA24SPBhB0EiwAjBgkhnNW-81G1ZKslnDLwStDB8frwIHu4DdnPTTat8q0M4NvC57V8cOBqBoCv2IQAvD_BwE,Kansas City,Missouri,United States,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2022-01,14,Mobile Safari,Mobile,14,iOS,/pages/instruction,43895947342,Custom Page,https://thebeardroller.com/pages/instruction,Coachella,California,United States,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2022-01,86,Firefox Mobile,Mobile,9,Android,,,Homepage,https://thebeardroller.com/,Buffalo,New York,United States,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,33s,0,3,1
2022-01,14,Mobile Safari,Mobile,14,iOS,/pages/instruction,43895947342,Custom Page,https://thebeardroller.com/pages/instruction,,,United States,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2022-01,15,Mobile Safari,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/?gclid=EAIaIQobChMIvs_exvnc9QIVEyCtBh06gwOLEAAYAyAAEgIoEfD_BwE,Tijuana,Baja California,Mexico,www.google.com.mx,Google,,Search,,www.google.com.mx,2,1,0,0,0,34s,0.5,4,2
2022-01,216,Instagram,Mobile,15,iOS,,,Homepage,https://thebeardroller.com/,San Antonio,Texas,United States,l.instagram.com,Instagram,,Social,,l.instagram.com,1,0,0,0,0,5s,0,2,1
